dataset bialsites_avg sf_avg sxA_avg sxB_avg ss_avg piA_avg piB_avg thetaA_avg thetaB_avg DtajA_avg DtajB_avg divAB_avg netdivAB_avg minDivAB_avg maxDivAB_avg Gmin_avg Gmax_avg FST_avg nSamA nSamB Lsyno bestModel contig start end
Hmel210011_79 13.125 0 10.9375 2.1875 0 0.0073684 0.00125 0.0176168 0.0035234 -1.7800304 -1.164391 0.004375 6.58e-05 0 0.0375 0 8.5714289 0.0077685 20 20 80 M3 Hmel210011 1103998 1106549
Hmel210011_8 29.3296089385475 0 7.82122905027933 10.7541899441341 10.7541899441341 0.0333725 0.0369303 0.0299191 0.0346432 0.4365184 0.2529455 0.0436313 0.0084799 0 0.0949721 0 2.1766965 0.1100921 20 20 179 M3 Hmel210011 148681 161925
Hmel210011_81 27.2222222222222 0 7.77777777777778 11.6666666666667 7.77777777777778 0.0148538 0.0233918 0.0250551 0.0313188 -1.1786782 -0.7744675 0.0376667 0.0185439 0 0.0888889 0 2.359882 0.3321288 20 20 45 M3 Hmel210011 1116339 1179679
Hmel210011_83 19.8863636363636 0 7.95454545454545 11.9318181818182 0 0.0065789 0.0088517 0.0128123 0.0192184 -1.1407037 -1.4407064 0.0079545 0.0002392 0 0.0681818 0 8.571429 0.0156526 20 20 44 M3 Hmel210011 1196998 1222495
Hmel210011_87 41.6666666666667 8.33333333333333 33.3333333333333 0 0 0.0591479 0 0.0536894 0 0.2943165 0 0.0857143 0.0561403 0.047619 0.1904762 0.5555556 2.2222224 0.4932835 20 20 21 M1 Hmel210011 1257026 1264698
Hmel210011_89 23.3333333333333 0 15.5555555555556 0 7.77777777777778 0.0295906 0.0084211 0.0375826 0.0125275 -0.6776856 -0.7685716 0.0246667 0.0056608 0 0.0888889 0 3.6036036 0.1325029 20 20 45 M3 Hmel210011 1326927 1332826
Hmel210011_9 21.7213114754098 0 7.37704918032787 9.01639344262295 5.32786885245902 0.0137927 0.020424 0.0204636 0.0231041 -1.2804197 -0.4588996 0.0276347 0.0105263 0.0046838 0.0608899 0.1694915 2.2033897 0.2398473 20 20 427 M3 Hmel210011 162382 195027
Hmel210011_92 14.5833333333333 0 14.5833333333333 0 0 0.0157895 0 0.0234891 0 -0.5915501 0 0.0083333 0.0004386 0 0.0833333 0 10.0000009 0.1695724 20 14 12 M1 Hmel210011 1454833 1460745
Hmel210011_93 14.8305084745763 0 5.93220338983051 8.89830508474576 0 0.0058281 0.0110616 0.0095549 0.0143324 -1.2429911 -0.7848032 0.0141243 0.0056795 0 0.039548 0 2.8000001 0.2564447 20 20 177 M1 Hmel210011 1456163 1469647
Hmel210011_94 10.2941176470588 0 0 10.2941176470588 0 0 0.0058824 0 0.0165806 0 -1.164391 0.0029412 0 0 0.0588235 0 19.9999997 0 20 20 17 M2 Hmel210011 1477742 1482041
Hmel210011_95 13.8157894736842 0 0 13.8157894736842 0 0 0.0146814 0 0.0222529 0 -0.9087471 0.0078947 0.000554 0 0.0263158 0 3.3333334 0.0372613 20 20 38 M2 Hmel210011 1564440 1585537
Hmel210011_99 27.1017699115044 0 12.3893805309735 9.29203539823009 5.42035398230088 0.0162552 0.0221239 0.0286858 0.023697 -1.6663347 -0.2510544 0.0248451 0.0056556 0 0.0575221 0 2.3152271 0.1312951 20 20 226 M3 Hmel210011 1615794 1617221
Hmel210012_11 7.19178082191781 0 7.19178082191781 0 0 0.0053353 0 0.0115837 0 -1.4407065 0 0.0027397 7.21e-05 0 0.0273973 0 9.9999997 0.0136707 20 20 73 M2 Hmel210012 139413 143377
Hmel210012_12 8.64197530864197 0 6.48148148148148 0 2.16049382716049 0.0120208 0.0023392 0.0139195 0.0034799 -0.3948829 -0.5915501 0.0082716 0.0010916 0 0.0246914 0 2.9850747 0.072328 20 20 81 M2 Hmel210012 148124 175715
Hmel210012_13 14.5833333333333 0 14.5833333333333 0 0 0.0083333 0 0.0234891 0 -1.9742868 0 0.0041667 0 0 0.05 0 12.0000009 0 20 20 60 M3 Hmel210012 175908 176811
Hmel210012_14 12.037037037037 0 6.48148148148148 2.77777777777778 2.77777777777778 0.0070175 0.0064606 0.0149137 0.0089482 -1.8514758 -0.885956 0.0149206 0.0081816 0 0.042328 0 2.8368793 0.3837012 20 20 189 M3 Hmel210012 176901 189740
Hmel210012_15 17.6966292134831 0 13.7640449438202 0 3.93258426966292 0.0208161 0.0032525 0.0285037 0.0063341 -0.9274983 -1.1407037 0.0132584 0.0012241 0 0.0449438 0 3.3898304 0.0495779 20 20 89 M2 Hmel210012 196163 196660
Hmel210012_2 23.6111111111111 0 9.72222222222222 4.16666666666667 9.72222222222222 0.0335422 0.0109858 0.0313188 0.0223706 0.2598732 -1.7796504 0.0277778 0.0055138 0 0.0714286 0 2.5714288 0.1126905 20 20 126 M3 Hmel210012 4479 9836
Hmel210012_7 14.5833333333333 0 12.5 2.08333333333333 0 0.008208 0.0022556 0.0201335 0.0033556 -1.8876376 -0.5915501 0.0053571 0.0001253 0 0.0595238 0 11.1111118 0.0121341 20 20 84 M1 Hmel210012 86993 93612
Hmel210012_8 47.3958333333333 0 18.2291666666667 25.5208333333333 3.64583333333333 0.0289474 0.0432018 0.0352337 0.0469783 -0.5685916 -0.2709372 0.0453125 0.0092379 0 0.1666667 0 3.6781609 0.1160789 20 20 48 M2 Hmel210012 99274 107089
Hmel210012_9 38.8888888888889 0 12.962962962963 4.32098765432099 21.6049382716049 0.0480832 0.0335932 0.0556779 0.0417585 -0.5069848 -0.7019088 0.0495062 0.008668 0 0.1358025 0 2.743142 0.0981622 20 20 81 M3 Hmel210012 114577 128409
Hmel210013_2 6.73076923076923 0 6.73076923076923 0 0 0.0081646 0 0.0108411 0 -0.6593912 0 0.0044872 0.0004049 0 0.025641 0 5.7142855 0.0483968 20 20 78 M3 Hmel210013 69009 70839
Hmel210013_3 15.2173913043478 0 7.60869565217391 7.60869565217391 0 0.0043478 0.0048309 0.0122552 0.0126407 -1.164391 -1.1646721 0.0045894 0 0 0.0869565 0 18.9473693 -0.0027778 20 18 23 M3 Hmel210013 77312 80794
Hmel210013_5 6.03448275862069 0 0 6.03448275862069 0 0 0.0122605 0 0.0121892 0 0.0149923 0.0068966 0.0007663 0 0.0344828 0 5 -0.2037037 16 10 29 M2 Hmel210013 85675 89010
Hmel210013_6 12.5 0 0 12.5 0 0 0.0135338 0 0.0201335 0 -0.5915501 0.0071429 0.0003759 0 0.0714286 0 10.0000004 0.0277008 20 20 14 M2 Hmel210013 96734 99397
Hmel210013_7 8.89830508474576 0 5.93220338983051 2.96610169491525 0 0.0077609 0.0016949 0.0095549 0.0047775 -0.4402201 -1.1643909 0.0050847 0.0003568 0 0.0338983 0 6.6666663 0.0372613 20 20 59 M1 Hmel210013 101323 102904
Hmel210013_9 6.25 0 0 6.25 0 0 0.0171053 0 0.0100668 0 1.2617587 0.0125 0.0039474 0 0.0357143 0 2.8571429 0.1913876 20 20 28 M3 Hmel210013 106326 109219
Hmel211001_1 24.1869918699187 1.42276422764228 9.95934959349593 11.3821138211382 1.42276422764228 0.0097989 0.0175011 0.018333 0.0206246 -1.5689136 -0.5208169 0.0276016 0.0139516 0.0081301 0.0731707 0.2945508 2.6509572 0.3438984 20 20 123 M2 Hmel211001 39595 40341
Hmel211001_10 10.7142857142857 0 3.57142857142857 3.57142857142857 3.57142857142857 0.0040816 0.0059076 0.0115049 0.0115049 -1.5128357 -1.1407037 0.0215306 0.016536 0 0.0612245 0 2.843602 0.6293306 20 20 49 M3 Hmel211001 204449 252152
Hmel211001_12 8.7719298245614 0 4.3859649122807 2.19298245614035 2.19298245614035 0.0081256 0.0065559 0.0105966 0.0070644 -0.8605324 -0.2517296 0.008396 0.0010553 0 0.0275689 0 3.2835818 0.0686592 20 20 399 M2 Hmel211001 255416 264509
Hmel211001_2 22.8260869565217 0 13.0434782608696 7.60869565217391 2.17391304347826 0.0147107 0.015201 0.0245104 0.0157567 -1.4636022 -0.1212699 0.016087 0.0011311 0 0.068323 0 4.2471041 0.0373358 20 20 161 M3 Hmel211001 72616 77287
Hmel211001_3 49.4565217391304 0 11.4130434782609 19.0217391304348 19.0217391304348 0.0584668 0.0616705 0.0490208 0.061276 0.6494462 0.0225123 0.0744565 0.0143879 0 0.1956522 0 2.6277372 0.1093953 20 20 46 M2 Hmel211001 97193 103092
Hmel211001_4 25 0 11.6666666666667 8.33333333333333 5 0.0178947 0.0117293 0.0268447 0.0214758 -1.1658703 -1.529581 0.0150476 0.0002356 0 0.0571429 0 3.7974684 0.0080905 20 20 105 M3 Hmel211001 105302 111549
Hmel211001_5 43.75 0 17.5 8.75 17.5 0.0328947 0.0194737 0.0563739 0.0422804 -1.2057056 -1.4407063 0.0265 0.0003158 0 0.1 0 3.7735847 0.0061466 20 20 20 M3 Hmel211001 112409 120955
Hmel211001_6 25 0 9.09090909090909 6.81818181818182 9.09090909090909 0.0146275 0.02365 0.0292852 0.0256245 -1.6869113 -0.2533472 0.0194805 0.0003418 0 0.0779221 0 4 0.0090745 20 20 77 M3 Hmel211001 121878 123556
Hmel211001_7 12.7272727272727 0 3.18181818181818 3.18181818181818 6.36363636363636 0.0124402 0.0201914 0.0153747 0.0153747 -0.5097779 0.8367437 0.0172727 0.0009569 0 0.0545455 0 3.1578947 0.0291993 20 20 55 M3 Hmel211001 125526 127167
Hmel211001_8 16.40625 0 0 16.40625 0 0 0.0269737 0 0.0264253 0 0.0554288 0.015625 0.0021382 0 0.0625 0 4 0.075188 20 20 32 M3 Hmel211001 127160 152740
Hmel211002_1 22.6041666666667 0 10.9375 3.64583333333333 8.02083333333333 0.0245833 0.0126974 0.0305359 0.0187913 -0.7566584 -1.2053252 0.02275 0.0041097 0 0.0541667 0 2.3809523 0.1015773 20 20 240 M3 Hmel211002 67155 72064
Hmel211002_10 54.6875 0 21.875 32.8125 0 0.0125 0.0292763 0.0352337 0.0528506 -1.5128356 -1.1913506 0.021875 0.0009868 0 0.25 0 11.4285716 0.0236547 20 20 16 M2 Hmel211002 573885 581567
Hmel211002_105 68.0555555555556 0 9.72222222222222 38.8888888888889 19.4444444444444 0.0216374 0.0687134 0.0469783 0.0939565 -1.4407064 -0.8562033 0.0508333 0.0056579 0 0.2222222 0 4.3715847 0.0603509 20 20 18 M3 Hmel211002 2286106 2289510
Hmel211002_13 19.6685878962536 0 7.06051873198847 7.06051873198847 5.54755043227666 0.0168209 0.0183528 0.0203076 0.0203076 -0.664526 -0.3725608 0.0204323 0.0028454 0 0.0432277 0 2.1156558 0.0766144 20 20 347 M3 Hmel211002 678820 698395
Hmel211002_18 7.29166666666667 0 7.29166666666667 0 0 0.0041667 0 0.0117446 0 -1.1643909 0 0.0020833 0 0 0.0416667 0 20.0000018 0 20 20 24 M3 Hmel211002 803258 810221
Hmel211002_20 60.5769230769231 0 26.9230769230769 20.1923076923077 13.4615384615385 0.0390688 0.0548583 0.0650468 0.0542057 -1.2727438 0.0368387 0.0567308 0.0097672 0 0.2307692 0 4.0677966 0.0963747 20 20 26 M3 Hmel211002 829224 840205
Hmel211002_24 30.0660792951542 0 13.1057268722467 9.2511013215859 7.70925110132159 0.0257361 0.0266868 0.0335263 0.0273178 -0.9043565 -0.0884989 0.0336344 0.0074229 0.0044053 0.0792952 0.1309758 2.3575638 0.1268109 20 20 227 M3 Hmel211002 933286 984900
Hmel211002_26 26.7647058823529 0 8.23529411764706 8.23529411764706 10.2941176470588 0.0297833 0.0265635 0.029845 0.029845 -0.0071134 -0.3781211 0.038 0.0098266 0 0.1058824 0 2.7863778 0.151728 20 20 85 M2 Hmel211002 1064372 1066549
Hmel211002_28 39.3348623853211 0 18.4633027522936 5.61926605504587 15.2522935779817 0.065886 0.0512071 0.0543052 0.0336175 0.8516326 2.0309553 0.0734404 0.0148938 0.0045872 0.1376147 0.062461 1.8738289 0.1154023 20 20 218 M3 Hmel211002 1097194 1100196
Hmel211002_29 39.2857142857143 0 1.78571428571429 8.92857142857143 28.5714285714286 0.0730935 0.0692803 0.0488957 0.0604006 1.8511624 0.5610379 0.0782143 0.0070274 0 0.1734694 0 2.2178735 0.048185 20 20 98 M3 Hmel211002 1167910 1169409
Hmel211002_3 29.1666666666667 0 14.5833333333333 0 14.5833333333333 0.0388158 0.0241228 0.0469783 0.0234891 -0.5029926 0.0632528 0.0372917 0.0058224 0 0.1666667 0 4.4692737 0.0866584 20 20 24 M3 Hmel211002 105921 119204
Hmel211002_30 13.4615384615385 0 13.4615384615385 0 0 0.0076923 0 0.0216823 0 -1.164391 0 0.0038462 0 0 0.0769231 0 20.0000007 0 20 20 13 M1 Hmel211002 1172534 1180503
Hmel211002_31 29.1666666666667 0 14.5833333333333 14.5833333333333 0 0.0083333 0.0083333 0.0234891 0.0234891 -1.1643909 -1.1643909 0.0083333 0 0 0.1666667 0 20.0000018 0 20 20 12 M3 Hmel211002 1184458 1188447
Hmel211002_32 25.609756097561 0 21.3414634146341 4.26829268292683 0 0.016303 0.0046213 0.0343743 0.0068749 -1.6086277 -0.5915502 0.0109756 0.0005135 0 0.097561 0 8.888888 0.0245511 20 20 41 M1 Hmel211002 1189681 1204090
Hmel211002_34 18.75 0 14.5833333333333 2.08333333333333 2.08333333333333 0.0171053 0.0034461 0.0268447 0.0067112 -1.2227865 -1.1407037 0.0154167 0.005141 0 0.0595238 0 3.8610041 0.2041806 20 20 84 M2 Hmel211002 1204840 1207267
Hmel211002_36 26.063829787234 0 18.6170212765957 3.72340425531915 3.72340425531915 0.0165733 0.006159 0.0359834 0.0119945 -1.7190375 -1.1407037 0.0114894 0.0001232 0 0.106383 0 9.2592596 0.005527 20 20 47 M3 Hmel211002 1208020 1214392
Hmel211002_37 18.6893203883495 0 6.79611650485437 3.39805825242718 8.49514563106796 0.0245018 0.0173991 0.0246294 0.0191562 -0.0194906 -0.3357758 0.026966 0.0060156 0.0097087 0.0485437 0.360036 1.80018 0.1283491 20 20 206 M3 Hmel211002 1216055 1218044
Hmel211002_38 18.9759036144578 0 6.32530120481928 6.32530120481928 6.32530120481928 0.0224477 0.0202917 0.0203761 0.0203761 0.323996 -0.0132038 0.0210843 -0.0002854 0 0.0481928 0 2.2857143 -0.0068949 20 20 83 M3 Hmel211002 1218338 1221467
Hmel211002_39 42 0 14 14 14 0.0363158 0.0338947 0.0450991 0.0450991 -0.6563967 -0.8373269 0.0526 0.0174947 0 0.14 0 2.6615968 0.2035455 20 20 50 M3 Hmel211002 1221699 1227413
Hmel211002_4 9.52380952380952 0 4.76190476190476 0 4.76190476190476 0.0160759 0.0088077 0.0153398 0.0076699 0.1617213 0.4294537 0.0137755 0.0013337 0 0.0340136 0 2.4691358 0.052107 20 20 147 M3 Hmel211002 298260 310918
Hmel211002_40 40.1376146788991 0.535168195718654 14.9847094801223 12.8440366972477 11.7737003058104 0.0352487 0.0366972 0.0430993 0.0396514 -0.7330178 -0.2987624 0.0471407 0.0111677 0.0091743 0.0917431 0.1946156 1.9461563 0.1373389 20 20 327 M3 Hmel211002 1232829 1267378
Hmel211002_42 31.4814814814815 0 14.8148148148148 6.48148148148148 10.1851851851852 0.0304094 0.0297689 0.0402671 0.0268447 -0.9528053 0.4098082 0.0312169 0.0011278 0 0.0740741 0 2.3728814 0.0188594 20 20 189 M3 Hmel211002 1334103 1336028
Hmel211002_43 13.2911392405063 0 4.43037974683544 4.43037974683544 4.43037974683544 0.0126582 0.0173884 0.0142719 0.0142719 -0.3273143 0.6321592 0.019557 0.0045336 0 0.0632911 0 3.236246 0.1340161 20 20 79 M2 Hmel211002 1335723 1338280
Hmel211002_45 16.6666666666667 0 16.6666666666667 0 0 0.0095238 0 0.0268447 0 -1.5128356 0 0.0047619 0 0 0.047619 0 9.9999998 -1e-07 20 20 21 M1 Hmel211002 1340370 1343987
Hmel211002_46 30.8823529411765 6.86274509803922 17.156862745098 6.86274509803922 0 0.0232198 0.005676 0.0276343 0.0110537 -0.4887963 -1.1407037 0.0921569 0.077709 0.0392157 0.1372549 0.425532 1.4893619 0.7339181 20 20 51 M1 Hmel211002 1423684 1442696
Hmel211002_47 15.9090909090909 0 15.9090909090909 0 0 0.0090909 0 0.0256245 0 -1.164391 0 0.0045455 0 0 0.0909091 0 19.9999992 0 20 20 11 M1 Hmel211002 1429812 1434092
Hmel211002_48 23.1404958677686 1.44628099173554 15.9090909090909 1.44628099173554 4.33884297520661 0.0196172 0.0116572 0.032613 0.009318 -1.45872 0.7267553 0.0298347 0.0141975 0.0082645 0.0661157 0.2770083 2.2160663 0.3176874 20 20 121 M3 Hmel211002 1441156 1451831
Hmel211002_5 35.5072463768116 0 12.6811594202899 17.7536231884058 5.07246376811594 0.0199847 0.0372998 0.0285955 0.0367656 -0.9900614 0.0499646 0.0330435 0.0044012 0 0.1014493 0 3.0701754 0.073045 20 20 69 M2 Hmel211002 311522 339143
Hmel211002_50 33.4269662921348 0 13.7640449438202 9.8314606741573 9.8314606741573 0.0322294 0.0262567 0.0380049 0.0316707 -0.5455105 -0.5977973 0.0714045 0.0421614 0.0337079 0.1348315 0.4720692 1.8882769 0.4250771 20 20 89 M3 Hmel211002 1470967 1477021
Hmel211002_52 30.4347826086957 0 15.2173913043478 15.2173913043478 0 0.0086957 0.016476 0.0245104 0.0245104 -1.5128357 -0.7685719 0.0130435 0.0004577 0 0.0869565 0 6.6666664 0.0183067 20 20 23 M3 Hmel211002 1487938 1494764
Hmel211002_53 39.5161290322581 0 33.8709677419355 5.64516129032258 0 0.0488964 0.0032258 0.0545554 0.0090926 -0.3305684 -1.164391 0.0306452 0.004584 0 0.1290323 0 4.2105264 0.0827397 20 20 31 M1 Hmel211002 1497569 1501146
Hmel211002_54 17.7966101694915 2.96610169491525 11.864406779661 0 2.96610169491525 0.0140054 0.0016949 0.0238873 0.0047775 -1.2658221 -1.1643909 0.0252542 0.0174041 0.0169492 0.0677966 0.6711409 2.6845636 0.5320425 20 20 59 M2 Hmel211002 1501824 1511398
Hmel211002_55 13.7254901960784 1.7156862745098 5.14705882352941 6.86274509803922 0 0.0107843 0.0039216 0.0082903 0.0110537 0.8034966 -1.8678775 0.0406863 0.0333333 0.0294118 0.0490196 0.7228916 1.2048194 0.6992288 20 20 102 M0 Hmel211002 1514837 1517324
Hmel211002_56 10 2.5 5 2.5 0 0.0041353 0.0027068 0.0080534 0.0040267 -1.1407037 -0.5915501 0.0421429 0.0387218 0.0142857 0.0571429 0.3389831 1.3559322 0.8530374 20 20 70 M1 Hmel211002 1518172 1519755
Hmel211002_57 14.1752577319588 0.77319587628866 9.79381443298969 3.35051546391753 0.257731958762887 0.0097744 0.0037284 0.0161899 0.0058117 -1.5767096 -1.3122488 0.0285862 0.0218347 0.0088365 0.0441826 0.309119 1.545595 0.6238497 20 20 679 M1 Hmel211002 1518246 1527753
Hmel211002_58 38.8888888888889 0 12.962962962963 16.2037037037037 9.72222222222222 0.0261209 0.0208577 0.0365387 0.0417585 -0.9374388 -1.6869115 0.0244444 0.0009552 0 0.0925926 0 3.7878787 0.0204274 20 20 54 M3 Hmel211002 1530965 1546157
Hmel211002_61 14.6853146853147 0 9.79020979020979 3.26340326340326 1.63170163170163 0.0110907 0.0061588 0.0183971 0.0078845 -1.5496191 -0.7856941 0.0096737 0.001049 0 0.039627 0 4.0963854 0.0587084 20 20 429 M3 Hmel211002 1569528 1571999
Hmel211002_62 6.60377358490566 0 3.30188679245283 3.30188679245283 0 0.0050645 0.003575 0.0053183 0.0053183 -0.0861022 -0.5915501 0.004717 0.0003972 0 0.0377358 0 8 0.0450323 20 20 53 M3 Hmel211002 1572684 1579261
Hmel211002_63 14.5833333333333 0 4.86111111111111 4.86111111111111 4.86111111111111 0.0162281 0.0172515 0.0156594 0.0156594 0.0851426 0.2383735 0.0229167 0.0061769 0 0.0833333 0 3.6363637 0.1591187 20 20 36 M3 Hmel211002 1580529 1583525
Hmel211002_64 23.7864077669903 0 10.1941747572816 6.79611650485437 6.79611650485437 0.0169136 0.0166581 0.027366 0.0218928 -1.3356394 -0.8058608 0.017767 0.0009811 0 0.0679612 0 3.8251367 0.0291008 20 20 103 M3 Hmel211002 1591911 1612222
Hmel211002_65 62.5 0 15.625 6.25 40.625 0.0884399 0.0698308 0.0906009 0.0755008 -0.089739 -0.2771311 0.088125 0.0089897 0 0.2142857 0 2.431611 0.0550487 20 20 56 M3 Hmel211002 1656547 1690490
Hmel211002_66 11.0505166475316 0 6.42939150401837 3.61653272101033 1.00459242250287 0.0103934 0.0071183 0.0119738 0.0074432 -0.5382764 -0.1750514 0.0134357 0.0046799 0 0.0281286 0 2.0935699 0.2151304 20 20 1742 M3 Hmel211002 1695246 1746743
Hmel211002_68 17.9487179487179 0 8.97435897435897 2.24358974358974 6.73076923076923 0.01417 0.0178812 0.025296 0.0144549 -1.4461228 0.686214 0.0198718 0.0038462 0 0.0641026 0 3.2258065 0.1095891 20 20 78 M3 Hmel211002 1747138 1757904
Hmel211002_69 20.1923076923077 0.961538461538462 7.69230769230769 3.84615384615385 7.69230769230769 0.0102082 0.0125506 0.0247797 0.0185848 -2.1856041 -1.1655189 0.0174176 0.0060382 0.0054945 0.0659341 0.3154574 3.7854893 0.2139071 20 20 182 M2 Hmel211002 1761126 1762879
Hmel211002_70 32.0422535211268 0 9.85915492957746 9.85915492957746 12.3239436619718 0.0204596 0.0407709 0.0357299 0.0357299 -1.4697407 0.4851853 0.0349296 0.0043143 0 0.1126761 0 3.2258064 0.0673962 20 20 71 M3 Hmel211002 1763498 1773588
Hmel211002_71 11.9318181818182 0 0 7.95454545454545 3.97727272727273 0.0022727 0.0175837 0.0064061 0.0192184 -1.164391 -0.2271744 0.01125 0.0013218 0 0.0681818 0 6.060606 0.0639098 20 20 44 M3 Hmel211002 1773943 1774170
Hmel211002_72 38.0434782608696 0 15.2173913043478 15.2173913043478 7.60869565217391 0.0482838 0.0352403 0.0367656 0.0367656 0.836744 -0.1108084 0.0456522 0.0038902 0 0.173913 0 3.8095239 0.0455917 20 20 23 M2 Hmel211002 1775506 1785286
Hmel211002_74 5.3030303030303 0 5.3030303030303 0 0 0.0030303 0 0.0085415 0 -1.164391 0 0.0015152 0 0 0.030303 0 19.9999997 0 20 20 33 M1 Hmel211002 1792270 1800474
Hmel211002_75 47.2972972972973 0 18.9189189189189 23.6486486486486 4.72972972972973 0.0207681 0.0162162 0.0380905 0.0457086 -1.3915174 -2.0562372 0.0186486 0.0001565 0 0.1891892 0 10.1449279 0.0043204 20 20 37 M3 Hmel211002 1800700 1804163
Hmel211002_76 21.2673611111111 0 10.3298611111111 4.86111111111111 6.07638888888889 0.0175621 0.0158443 0.0264253 0.0176168 -1.305406 -0.37854 0.0169792 0.0002759 0 0.0555556 0 3.2719839 0.008401 20 20 288 M3 Hmel211002 1853754 1859601
Hmel211002_77 13.4615384615385 0 13.4615384615385 0 0 0.0076923 0 0.0216823 0 -1.164391 0 0.0038462 0 0 0.0769231 0 20.0000007 0 20 20 13 M3 Hmel211002 1860974 1864610
Hmel211002_83 43.75 0 15.9090909090909 12.9261363636364 14.9147727272727 0.0433612 0.0488636 0.0496475 0.0448429 -0.4973274 0.3498505 0.0498864 0.0037739 0 0.1022727 0 2.0501138 0.0402796 20 20 176 M3 Hmel211002 1958420 1992132
Hmel211002_85 43.75 0 10.9375 5.46875 27.34375 0.0725329 0.0499178 0.061659 0.0528506 0.6455798 -0.1991996 0.0834375 0.0222122 0 0.1875 0 2.2471909 0.1568639 20 20 64 M3 Hmel211002 2050455 2060069
Hmel211002_87 25.9259259259259 0 6.48148148148148 12.962962962963 6.48148148148148 0.0194932 0.0346979 0.0208792 0.0313188 -0.1556485 0.2881612 0.0296296 0.0025341 0 0.1111111 0 3.7500001 0.0457665 20 20 27 M3 Hmel211002 2061844 2063856
Hmel211002_88 31.8181818181818 0 23.8636363636364 0 7.95454545454545 0.0337321 0.0200957 0.051249 0.0128123 -0.9894863 1.025883 0.0259091 -0.0010048 0 0.0909091 0 3.5087721 -0.0195189 20 20 22 M3 Hmel211002 2065941 2069162
Hmel211002_90 35 0 15 5 15 0.0422556 0.0255639 0.0483205 0.0322137 -0.3999919 -0.5975884 0.035 0.0010902 0 0.1142857 0 3.2653061 0.0162201 20 20 35 M3 Hmel211002 2083633 2098165
Hmel211002_91 38.8888888888889 0 14.5833333333333 9.72222222222222 14.5833333333333 0.0479532 0.0574561 0.0469783 0.0391486 0.0661372 1.4309145 0.0573611 0.0046564 0 0.1388889 0 2.4213076 0.0433437 20 20 36 M3 Hmel211002 2112859 2119120
Hmel211002_93 29.1666666666667 0 14.5833333333333 9.72222222222222 4.86111111111111 0.0223684 0.0302632 0.0313188 0.0234891 -0.8273216 0.7702492 0.0422222 0.0159064 0 0.1111111 0 2.6315788 0.2366246 20 20 36 M2 Hmel211002 2125060 2139588
Hmel211004_10 7 0 0 7 0 0 0.0075789 0 0.0112748 0 -0.5915501 0.004 0.0002105 0 0.04 0 9.9999993 0.0277008 20 20 25 M2 Hmel211004 91551 92745
Hmel211004_100 13.4615384615385 0 6.73076923076923 6.73076923076923 0 0.0038462 0.0038462 0.0108411 0.0108411 -1.164391 -1.164391 0.0038462 0 0 0.0769231 0 20.0000007 0 20 20 26 M2 Hmel211004 1212383 1214374
Hmel211004_101 14.4495412844037 0 8.8302752293578 4.81651376146789 0.802752293577982 0.0127233 0.0099469 0.0155158 0.0090509 -0.6460524 0.3254999 0.0155963 0.0042612 0.0045872 0.0412844 0.2941176 2.6470589 0.1616264 20 20 218 M2 Hmel211004 1215164 1241693
Hmel211004_103 6.25 0 3.125 0 3.125 0.0081767 0.0033835 0.0100668 0.0050334 -0.44022 -0.5915501 0.0057143 -6.58e-05 0 0.0357143 0 6.2499998 -0.0058712 20 20 56 M2 Hmel211004 1245097 1250709
Hmel211004_104 15.2684563758389 0 5.87248322147651 3.52348993288591 5.87248322147651 0.0170258 0.0202225 0.0189174 0.0151339 -0.3799565 1.24971 0.0210738 0.0024497 0 0.0503356 0 2.388535 0.0631898 20 20 298 M2 Hmel211004 1252048 1254171
Hmel211004_106 7.60869565217391 0 5.07246376811594 1.26811594202899 1.26811594202899 0.0067124 0.0020976 0.0102127 0.0040851 -1.048712 -1.1407037 0.006087 0.0016819 0 0.0289855 0 4.7619051 0.1637426 20 20 138 M2 Hmel211004 1256532 1258375
Hmel211004_107 21.6292134831461 0 15.7303370786517 1.96629213483146 3.93258426966292 0.0176818 0.0079243 0.0316707 0.0095012 -1.5445857 -0.4432827 0.0136517 0.0008486 0 0.0674157 0 4.9382714 0.0328733 20 20 89 M3 Hmel211004 1260601 1284403
Hmel211004_108 14.5833333333333 0 4.86111111111111 9.72222222222222 0 0.0074561 0.0146199 0.0078297 0.0156594 -0.0861022 -0.1556487 0.0125 0.001462 0 0.0833333 0 6.6666668 0.0636031 20 20 36 M2 Hmel211004 1285841 1286674
Hmel211004_109 26.6949152542373 0 4.44915254237288 11.864406779661 10.3813559322034 0.0190455 0.0341659 0.0238873 0.0358309 -0.7088002 -0.1714753 0.0294915 0.0028858 0 0.0762712 0 2.5862068 0.0526926 20 20 118 M3 Hmel211004 1289165 1309580
Hmel211004_11 18.1034482758621 0 0 12.0689655172414 6.03448275862069 0.0165154 0.0165154 0.0097196 0.0291589 1.2617588 -1.158103 0.0194828 0.0029673 0 0.1034483 0 5.3097349 0.0843654 20 20 29 M3 Hmel211004 93514 94562
Hmel211004_110 11.1702127659574 0 3.72340425531915 3.72340425531915 3.72340425531915 0.0078387 0.0042553 0.0119945 0.0119945 -0.812352 -1.5128356 0.0060638 1.68e-05 0 0.0425532 0 7.0175438 0.0014224 20 20 47 M3 Hmel211004 1310202 1310751
